ID,prediksi,probabilitas,cluster,cluster_label,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29481,no,18.26%,0,Prospek Baru,29,technician,single,tertiary,no,323,no,no,cellular,3,feb,118,1,-1,0,unknown,no
29482,no,7.68%,1,Nasabah dengan Cicilan,29,services,married,secondary,no,222,yes,no,cellular,3,feb,197,1,250,23,failure,no
29483,no,0.75%,0,Prospek Baru,44,unemployed,married,primary,no,1617,no,no,telephone,3,feb,56,1,-1,0,unknown,no
29484,no,49.37%,0,Prospek Baru,29,student,single,tertiary,no,246,no,no,cellular,3,feb,269,1,-1,0,unknown,no
29485,no,5.73%,0,Prospek Baru,43,blue-collar,divorced,primary,no,177,no,no,cellular,3,feb,124,1,-1,0,unknown,no
29486,no,16.51%,0,Prospek Baru,27,unemployed,single,primary,no,1088,no,no,cellular,3,feb,201,1,-1,0,unknown,no
29487,no,4.24%,0,Prospek Baru,35,unemployed,single,primary,no,483,no,no,cellular,3,feb,115,1,-1,0,unknown,no
29488,no,27.38%,0,Prospek Baru,26,unemployed,single,tertiary,no,2170,no,no,cellular,3,feb,317,1,-1,0,unknown,no
29489,no,26.43%,0,Prospek Baru,36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,1,-1,0,unknown,yes
29490,no,11.88%,0,Prospek Baru,51,technician,divorced,secondary,no,1096,no,no,cellular,3,feb,138,1,-1,0,unknown,no
29491,no,26.16%,0,Prospek Baru,59,technician,divorced,secondary,no,2735,no,no,cellular,3,feb,213,2,-1,0,unknown,no
29492,no,7.02%,0,Prospek Baru,56,blue-collar,married,primary,no,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
29493,yes,51.06%,0,Prospek Baru,31,unemployed,single,tertiary,no,1489,yes,no,cellular,3,feb,678,1,-1,0,unknown,no
29494,no,18.84%,0,Prospek Baru,34,management,married,tertiary,no,0,yes,no,cellular,3,feb,251,1,-1,0,unknown,yes
29495,no,9.11%,2,Nasabah Mapan,34,technician,married,secondary,no,883,no,no,telephone,3,feb,166,2,173,3,failure,no
29496,no,10.65%,0,Prospek Baru,33,self-employed,married,tertiary,no,483,yes,no,cellular,3,feb,280,2,-1,0,unknown,no
29497,no,10.27%,0,Prospek Baru,29,admin.,divorced,secondary,no,120,no,yes,cellular,3,feb,197,1,-1,0,unknown,no
29498,no,13.18%,0,Prospek Baru,34,admin.,divorced,secondary,no,-75,no,no,cellular,3,feb,151,1,-1,0,unknown,no
29499,no,28.80%,0,Prospek Baru,32,unemployed,single,tertiary,no,507,no,no,cellular,3,feb,362,1,-1,0,unknown,no
29500,yes,63.35%,0,Prospek Baru,56,management,married,primary,no,0,no,no,cellular,3,feb,996,1,-1,0,unknown,yes
29501,yes,53.02%,0,Prospek Baru,38,technician,divorced,secondary,no,902,yes,no,cellular,3,feb,650,1,-1,0,unknown,yes
29502,yes,61.62%,0,Prospek Baru,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown,yes
29503,no,0.56%,0,Prospek Baru,48,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,feb,45,1,-1,0,unknown,no
29504,yes,61.74%,0,Prospek Baru,26,management,single,tertiary,no,159,no,no,cellular,3,feb,589,1,-1,0,unknown,no
29505,no,6.80%,0,Prospek Baru,31,student,single,unknown,no,640,no,no,cellular,3,feb,92,1,-1,0,unknown,no
29506,no,14.42%,2,Nasabah Mapan,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,yes
29507,no,33.23%,2,Nasabah Mapan,40,admin.,married,secondary,no,0,yes,no,cellular,3,feb,561,1,201,1,failure,no
29508,no,8.06%,0,Prospek Baru,56,unemployed,married,primary,no,5496,yes,no,cellular,3,feb,330,3,-1,0,unknown,no
29509,yes,54.18%,0,Prospek Baru,65,retired,married,tertiary,no,1153,no,no,cellular,3,feb,224,1,-1,0,unknown,no
29510,no,13.70%,0,Prospek Baru,50,entrepreneur,married,tertiary,no,2442,no,no,cellular,3,feb,145,1,-1,0,unknown,no
29511,no,25.56%,2,Nasabah Mapan,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes
29512,no,13.30%,0,Prospek Baru,59,unemployed,divorced,secondary,no,2921,no,no,telephone,3,feb,251,1,-1,0,unknown,no
29513,no,5.23%,0,Prospek Baru,59,unemployed,divorced,secondary,no,44134,no,no,cellular,3,feb,117,1,-1,0,unknown,no
29514,no,12.87%,0,Prospek Baru,64,retired,married,secondary,no,1176,no,no,cellular,3,feb,104,1,-1,0,unknown,no
29515,no,1.05%,0,Prospek Baru,30,entrepreneur,married,secondary,no,1013,yes,no,cellular,3,feb,24,9,-1,0,unknown,no
29516,no,3.87%,0,Prospek Baru,41,blue-collar,married,primary,no,201,yes,no,cellular,3,feb,157,1,-1,0,unknown,yes
29517,no,29.29%,0,Prospek Baru,31,admin.,single,secondary,no,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
29518,no,49.04%,0,Prospek Baru,27,student,single,tertiary,no,32,no,no,cellular,3,feb,239,1,-1,0,unknown,no
29519,no,2.10%,0,Prospek Baru,27,management,single,secondary,no,924,yes,no,cellular,3,feb,84,1,-1,0,unknown,no
29520,no,0.90%,1,Nasabah dengan Cicilan,48,admin.,married,primary,no,3,yes,no,cellular,3,feb,69,1,252,4,failure,no
29521,no,15.71%,0,Prospek Baru,43,technician,married,tertiary,no,0,no,no,cellular,3,feb,132,1,-1,0,unknown,no
29522,no,12.25%,0,Prospek Baru,26,unemployed,single,tertiary,no,23494,no,no,cellular,3,feb,136,1,-1,0,unknown,no
29523,yes,71.16%,0,Prospek Baru,48,technician,single,secondary,no,-92,yes,no,cellular,3,feb,1393,1,-1,0,unknown,yes
29524,no,29.39%,0,Prospek Baru,59,retired,divorced,secondary,no,514,no,no,cellular,3,feb,261,1,-1,0,unknown,yes
29525,yes,76.00%,0,Prospek Baru,54,management,married,tertiary,no,1303,no,no,cellular,3,feb,1635,1,-1,0,unknown,yes
29526,no,15.84%,0,Prospek Baru,44,unemployed,married,secondary,no,6178,no,no,cellular,3,feb,213,3,-1,0,unknown,no
29527,no,10.94%,0,Prospek Baru,31,admin.,married,secondary,no,-106,yes,no,cellular,3,feb,258,4,-1,0,unknown,no
29528,no,1.20%,0,Prospek Baru,52,services,married,primary,no,3016,yes,yes,cellular,3,feb,142,1,-1,0,unknown,no
29529,no,31.55%,0,Prospek Baru,51,management,married,tertiary,no,2814,no,no,cellular,3,feb,178,1,-1,0,unknown,no
29530,no,0.38%,0,Prospek Baru,32,blue-collar,married,secondary,no,320,yes,yes,cellular,3,feb,22,4,-1,0,unknown,no
29531,no,0.28%,0,Prospek Baru,33,blue-collar,married,secondary,yes,-266,yes,yes,cellular,3,feb,16,7,-1,0,unknown,no
29532,no,2.39%,2,Nasabah Mapan,32,housemaid,married,tertiary,no,357,yes,no,cellular,3,feb,133,3,77,2,failure,no
29533,no,0.37%,1,Nasabah dengan Cicilan,33,services,married,tertiary,no,546,yes,yes,cellular,3,feb,54,2,270,1,failure,no
29534,no,14.03%,0,Prospek Baru,45,unknown,married,unknown,no,19706,yes,no,cellular,3,feb,419,3,-1,0,unknown,no
29535,no,1.44%,1,Nasabah dengan Cicilan,51,blue-collar,married,primary,no,377,yes,no,telephone,3,feb,143,4,272,1,failure,no
29536,no,4.51%,2,Nasabah Mapan,52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,3,feb,373,1,236,2,failure,no
29537,yes,77.16%,0,Prospek Baru,41,management,married,tertiary,no,0,no,no,cellular,3,feb,858,1,-1,0,unknown,no
29538,no,12.41%,1,Nasabah dengan Cicilan,35,management,single,tertiary,no,1891,yes,no,cellular,3,feb,188,3,270,5,failure,no
29539,no,13.71%,0,Prospek Baru,58,blue-collar,divorced,primary,no,835,no,no,telephone,3,feb,296,1,-1,0,unknown,no
29540,no,19.23%,0,Prospek Baru,34,technician,married,secondary,no,427,no,no,cellular,3,feb,192,1,-1,0,unknown,no
29541,no,11.75%,0,Prospek Baru,52,blue-collar,single,unknown,no,1785,no,no,cellular,3,feb,168,2,-1,0,unknown,no
29542,no,3.36%,2,Nasabah Mapan,38,technician,single,secondary,no,325,no,no,cellular,3,feb,14,6,196,2,other,no
29543,no,3.21%,0,Prospek Baru,28,unemployed,single,secondary,no,3463,no,no,cellular,3,feb,64,1,-1,0,unknown,no
29544,yes,65.90%,0,Prospek Baru,53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,-1,0,unknown,yes
29545,no,0.94%,0,Prospek Baru,41,unemployed,married,secondary,no,2081,yes,no,cellular,3,feb,53,3,-1,0,unknown,no
29546,no,7.90%,1,Nasabah dengan Cicilan,31,blue-collar,married,primary,no,124,yes,no,cellular,3,feb,343,1,264,4,failure,no
29547,no,30.06%,0,Prospek Baru,28,blue-collar,single,secondary,no,2700,no,no,cellular,3,feb,337,4,-1,0,unknown,no
29548,no,24.29%,0,Prospek Baru,26,blue-collar,single,secondary,no,450,no,yes,cellular,3,feb,542,1,-1,0,unknown,no
29549,no,10.04%,2,Nasabah Mapan,49,admin.,married,secondary,no,1403,no,no,cellular,3,feb,124,2,180,2,failure,no
29550,no,27.30%,0,Prospek Baru,29,management,married,tertiary,no,877,no,no,cellular,3,feb,166,3,-1,0,unknown,no
29551,no,20.64%,0,Prospek Baru,28,technician,single,secondary,no,122,no,no,cellular,3,feb,155,4,-1,0,unknown,no
29552,no,24.41%,0,Prospek Baru,36,admin.,married,secondary,no,587,no,no,cellular,3,feb,248,2,-1,0,unknown,no
29553,no,14.59%,0,Prospek Baru,28,technician,married,secondary,no,679,no,yes,cellular,3,feb,406,3,-1,0,unknown,no
29554,yes,70.75%,0,Prospek Baru,38,technician,single,tertiary,no,1369,yes,no,cellular,3,feb,841,3,-1,0,unknown,no
29555,no,10.21%,0,Prospek Baru,34,entrepreneur,single,tertiary,no,1295,yes,no,cellular,3,feb,246,1,-1,0,unknown,no
29556,no,1.90%,0,Prospek Baru,39,blue-collar,married,primary,no,710,no,no,cellular,3,feb,14,6,-1,0,unknown,no
29557,no,1.16%,2,Nasabah Mapan,37,technician,married,secondary,no,1116,yes,no,cellular,3,feb,18,6,201,7,other,no
29558,no,0.84%,1,Nasabah dengan Cicilan,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,no
29559,no,40.45%,0,Prospek Baru,33,management,single,tertiary,no,1724,no,no,cellular,3,feb,252,6,-1,0,unknown,no
29560,no,0.63%,0,Prospek Baru,32,management,single,secondary,no,-515,yes,yes,cellular,3,feb,19,6,-1,0,unknown,no
29561,no,12.75%,0,Prospek Baru,52,blue-collar,single,secondary,no,894,no,yes,cellular,3,feb,363,2,-1,0,unknown,no
29562,no,12.26%,0,Prospek Baru,32,management,married,tertiary,no,422,yes,no,cellular,3,feb,182,5,-1,0,unknown,no
29563,no,3.49%,0,Prospek Baru,55,management,married,secondary,no,964,no,no,cellular,3,feb,66,3,-1,0,unknown,no
29564,no,0.61%,0,Prospek Baru,34,housemaid,married,secondary,no,520,yes,no,cellular,3,feb,22,6,-1,0,unknown,no
29565,no,2.07%,1,Nasabah dengan Cicilan,46,management,married,tertiary,no,-319,yes,no,cellular,3,feb,80,1,256,1,failure,no
29566,no,12.65%,0,Prospek Baru,26,technician,single,secondary,no,-168,no,yes,cellular,3,feb,246,1,-1,0,unknown,no
29567,no,7.64%,0,Prospek Baru,30,management,single,tertiary,no,409,no,no,cellular,3,feb,31,6,-1,0,unknown,no
29568,no,2.43%,2,Nasabah Mapan,32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,201,6,failure,no
29569,no,18.41%,0,Prospek Baru,44,services,married,primary,no,764,no,no,cellular,3,feb,224,1,-1,0,unknown,no
29570,no,30.98%,0,Prospek Baru,38,admin.,married,secondary,no,384,no,no,cellular,3,feb,387,1,-1,0,unknown,no
29571,no,1.30%,1,Nasabah dengan Cicilan,30,admin.,married,secondary,no,490,yes,no,cellular,3,feb,82,6,251,4,other,no
29572,no,32.15%,0,Prospek Baru,42,services,single,secondary,yes,58,no,no,cellular,3,feb,428,1,-1,0,unknown,no
29573,no,30.54%,0,Prospek Baru,30,technician,single,secondary,no,151,no,no,cellular,3,feb,276,2,-1,0,unknown,no
29574,no,10.62%,0,Prospek Baru,29,self-employed,single,tertiary,no,300,no,no,cellular,3,feb,125,1,-1,0,unknown,no
29575,no,3.15%,1,Nasabah dengan Cicilan,33,student,single,secondary,no,1883,yes,no,cellular,3,feb,121,5,256,1,failure,no
29576,no,8.98%,0,Prospek Baru,31,blue-collar,married,primary,no,845,no,no,cellular,3,feb,148,2,-1,0,unknown,no
29577,no,6.41%,0,Prospek Baru,31,technician,single,tertiary,no,1214,no,no,cellular,3,feb,39,1,-1,0,unknown,no
29578,no,26.63%,0,Prospek Baru,32,unemployed,single,tertiary,no,5874,no,no,cellular,3,feb,298,1,-1,0,unknown,no
29579,no,18.27%,0,Prospek Baru,36,blue-collar,divorced,primary,no,102,no,no,cellular,3,feb,306,2,-1,0,unknown,no
29580,no,6.77%,0,Prospek Baru,48,blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown,no
29581,no,3.68%,0,Prospek Baru,36,blue-collar,married,secondary,yes,13,no,yes,cellular,3,feb,150,4,-1,0,unknown,no
29582,no,4.61%,0,Prospek Baru,34,blue-collar,married,secondary,no,563,no,yes,cellular,3,feb,150,2,-1,0,unknown,no
29583,no,30.30%,0,Prospek Baru,60,services,divorced,secondary,no,758,no,no,cellular,3,feb,282,1,-1,0,unknown,no
29584,no,3.85%,0,Prospek Baru,56,self-employed,married,tertiary,no,350,no,no,cellular,3,feb,83,3,-1,0,unknown,no
29585,no,5.29%,0,Prospek Baru,30,admin.,single,secondary,no,72,no,no,cellular,3,feb,86,2,-1,0,unknown,no
29586,no,29.94%,0,Prospek Baru,29,student,single,tertiary,no,559,no,no,cellular,3,feb,143,2,-1,0,unknown,no
29587,no,28.87%,0,Prospek Baru,29,technician,single,secondary,no,18,no,no,cellular,3,feb,206,3,-1,0,unknown,no
29588,no,41.73%,0,Prospek Baru,36,management,married,tertiary,no,254,no,no,cellular,3,feb,303,2,-1,0,unknown,yes
29589,no,1.81%,2,Nasabah Mapan,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
29590,no,1.72%,2,Nasabah Mapan,51,housemaid,married,primary,no,605,no,no,cellular,3,feb,91,2,159,14,failure,no
29591,no,29.06%,0,Prospek Baru,29,unknown,single,secondary,no,1288,no,no,cellular,3,feb,266,1,-1,0,unknown,no
29592,no,39.49%,0,Prospek Baru,32,technician,single,secondary,no,0,no,no,cellular,3,feb,446,1,-1,0,unknown,no
29593,no,6.71%,0,Prospek Baru,34,management,single,tertiary,no,1190,no,no,cellular,3,feb,18,7,-1,0,unknown,no
29594,no,2.73%,0,Prospek Baru,29,management,married,tertiary,no,1606,yes,no,cellular,3,feb,17,6,-1,0,unknown,no
29595,no,4.27%,1,Nasabah dengan Cicilan,42,unknown,single,primary,no,2398,yes,no,cellular,3,feb,144,2,271,2,failure,no
29596,no,8.02%,0,Prospek Baru,39,blue-collar,married,unknown,no,295,yes,no,cellular,3,feb,254,1,-1,0,unknown,no
29597,no,1.43%,0,Prospek Baru,42,technician,married,secondary,no,440,yes,no,cellular,3,feb,13,5,-1,0,unknown,no
29598,no,4.27%,0,Prospek Baru,27,unemployed,single,tertiary,no,1,no,no,cellular,3,feb,65,2,-1,0,unknown,no
29599,no,45.71%,0,Prospek Baru,38,management,married,tertiary,no,655,no,no,cellular,3,feb,389,3,-1,0,unknown,no
29600,no,3.72%,0,Prospek Baru,32,management,married,secondary,no,1215,yes,yes,cellular,3,feb,211,2,-1,0,unknown,no
29601,no,1.36%,0,Prospek Baru,46,technician,married,secondary,no,863,yes,no,cellular,3,feb,67,3,-1,0,unknown,no
29602,no,1.00%,1,Nasabah dengan Cicilan,34,blue-collar,married,secondary,no,261,yes,no,cellular,3,feb,88,5,251,3,failure,no
29603,no,22.92%,2,Nasabah Mapan,46,unknown,married,unknown,no,677,no,no,cellular,3,feb,425,1,82,1,failure,no
29604,no,20.62%,0,Prospek Baru,60,retired,married,tertiary,no,3461,no,no,cellular,3,feb,128,2,-1,0,unknown,no
29605,yes,61.47%,1,Nasabah dengan Cicilan,52,management,married,tertiary,no,0,yes,no,cellular,3,feb,790,1,249,1,failure,no
29606,no,8.34%,0,Prospek Baru,38,services,married,tertiary,no,1324,yes,no,cellular,3,feb,178,1,-1,0,unknown,no
29607,no,12.33%,0,Prospek Baru,39,unemployed,single,secondary,no,-114,yes,no,cellular,3,feb,372,1,-1,0,unknown,yes
29608,no,23.16%,0,Prospek Baru,36,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,225,4,-1,0,unknown,no
29609,no,48.90%,0,Prospek Baru,27,blue-collar,single,secondary,no,551,no,no,cellular,3,feb,565,2,-1,0,unknown,no
29610,no,30.21%,0,Prospek Baru,54,technician,divorced,secondary,no,258,no,no,cellular,3,feb,294,3,-1,0,unknown,no
29611,no,2.99%,0,Prospek Baru,69,retired,married,primary,no,2713,no,no,telephone,3,feb,32,1,-1,0,unknown,no
29612,no,10.59%,0,Prospek Baru,43,management,married,tertiary,no,5082,no,no,cellular,3,feb,99,3,-1,0,unknown,no
29613,no,23.16%,0,Prospek Baru,34,unemployed,married,tertiary,no,425,no,no,cellular,3,feb,289,2,-1,0,unknown,no
29614,yes,71.06%,2,Nasabah Mapan,31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,2,90,1,success,yes
29615,no,12.81%,0,Prospek Baru,24,admin.,single,secondary,no,172,no,no,cellular,3,feb,114,1,-1,0,unknown,no
29616,no,39.30%,0,Prospek Baru,38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
29617,no,12.65%,1,Nasabah dengan Cicilan,44,admin.,married,secondary,no,497,yes,no,cellular,3,feb,321,3,270,2,other,no
29618,no,3.18%,2,Nasabah Mapan,27,admin.,married,secondary,no,-401,yes,yes,cellular,3,feb,205,3,214,1,failure,no
29619,no,22.57%,0,Prospek Baru,28,student,single,tertiary,no,3026,no,no,cellular,3,feb,124,1,-1,0,unknown,no
29620,no,1.66%,0,Prospek Baru,48,unemployed,married,secondary,no,11371,yes,no,cellular,3,feb,109,3,-1,0,unknown,no
29621,no,1.17%,1,Nasabah dengan Cicilan,54,blue-collar,married,secondary,no,175,yes,no,cellular,3,feb,94,4,271,4,failure,no
29622,no,39.51%,0,Prospek Baru,36,management,married,tertiary,no,618,no,no,cellular,3,feb,280,2,-1,0,unknown,no
29623,no,5.81%,2,Nasabah Mapan,36,management,single,tertiary,no,219,no,no,cellular,3,feb,22,6,196,6,failure,no
29624,no,2.72%,0,Prospek Baru,27,blue-collar,single,primary,no,1,no,no,cellular,3,feb,10,6,-1,0,unknown,no
29625,no,6.06%,0,Prospek Baru,41,entrepreneur,married,tertiary,no,0,yes,no,cellular,3,feb,168,3,-1,0,unknown,no
29626,no,3.63%,0,Prospek Baru,26,blue-collar,single,secondary,no,184,no,no,cellular,3,feb,110,2,6,1,other,no
29627,no,2.74%,0,Prospek Baru,54,retired,married,secondary,no,1154,yes,no,telephone,3,feb,125,3,-1,0,unknown,no
29628,no,14.53%,0,Prospek Baru,27,unemployed,single,secondary,no,0,no,yes,cellular,3,feb,392,2,-1,0,unknown,no
29629,no,6.46%,0,Prospek Baru,26,self-employed,married,tertiary,no,174,yes,no,cellular,3,feb,222,3,-1,0,unknown,no
29630,yes,54.36%,0,Prospek Baru,32,technician,single,secondary,no,13565,no,no,cellular,3,feb,613,2,-1,0,unknown,no
29631,yes,67.53%,1,Nasabah dengan Cicilan,32,technician,single,tertiary,no,703,yes,no,cellular,3,feb,489,2,271,2,success,no
29632,no,0.88%,2,Nasabah Mapan,31,blue-collar,married,unknown,no,-120,yes,no,cellular,3,feb,100,3,201,2,failure,no
29633,no,16.24%,0,Prospek Baru,34,management,married,tertiary,no,99,no,yes,cellular,3,feb,264,2,-1,0,unknown,no
29634,yes,54.06%,0,Prospek Baru,32,management,single,tertiary,no,520,no,no,cellular,3,feb,443,2,-1,0,unknown,yes
29635,no,17.59%,0,Prospek Baru,50,management,divorced,secondary,no,458,no,no,cellular,3,feb,184,3,-1,0,unknown,no
29636,no,38.66%,0,Prospek Baru,33,admin.,single,secondary,no,289,no,no,cellular,3,feb,515,3,6,13,other,no
29637,yes,54.29%,0,Prospek Baru,29,entrepreneur,single,tertiary,no,1028,no,no,cellular,3,feb,667,2,-1,0,unknown,no
29638,no,5.74%,2,Nasabah Mapan,43,technician,married,secondary,no,473,yes,no,cellular,3,feb,148,3,211,5,failure,no
29639,no,31.53%,0,Prospek Baru,62,self-employed,married,tertiary,no,3685,no,no,cellular,3,feb,181,3,-1,0,unknown,no
29640,no,7.60%,2,Nasabah Mapan,52,retired,married,secondary,no,411,yes,no,cellular,3,feb,180,3,200,10,other,no
29641,no,10.18%,0,Prospek Baru,44,entrepreneur,married,tertiary,no,3850,no,no,cellular,3,feb,130,2,-1,0,unknown,no
29642,no,41.04%,0,Prospek Baru,27,unemployed,single,tertiary,no,127,no,no,cellular,3,feb,449,3,-1,0,unknown,no
29643,no,16.92%,0,Prospek Baru,39,management,divorced,tertiary,no,30,no,yes,cellular,3,feb,265,4,-1,0,unknown,no
29644,no,6.16%,1,Nasabah dengan Cicilan,42,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
29645,no,6.92%,0,Prospek Baru,54,unemployed,married,primary,no,541,yes,no,cellular,3,feb,237,3,-1,0,unknown,no
29646,no,35.21%,0,Prospek Baru,26,blue-collar,single,secondary,no,2353,no,no,cellular,3,feb,498,2,-1,0,unknown,no
29647,no,30.05%,0,Prospek Baru,28,admin.,married,secondary,no,642,yes,no,cellular,3,feb,481,2,-1,0,unknown,no
29648,no,17.60%,0,Prospek Baru,37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,no
29649,no,1.00%,1,Nasabah dengan Cicilan,47,blue-collar,married,secondary,no,-346,yes,yes,telephone,3,feb,137,2,253,2,other,no
29650,no,24.15%,0,Prospek Baru,59,unknown,married,primary,no,282,no,no,cellular,3,feb,301,2,-1,0,unknown,no
29651,no,46.29%,0,Prospek Baru,37,services,single,secondary,no,1050,yes,no,cellular,3,feb,586,3,-1,0,unknown,no
29652,no,34.63%,0,Prospek Baru,26,student,single,secondary,no,119,no,no,cellular,3,feb,247,3,-1,0,unknown,no
29653,no,1.93%,1,Nasabah dengan Cicilan,34,technician,single,tertiary,no,586,yes,no,cellular,3,feb,43,5,263,2,failure,no
29654,yes,55.70%,0,Prospek Baru,41,management,divorced,tertiary,no,0,no,no,cellular,3,feb,475,3,-1,0,unknown,no
29655,yes,62.23%,0,Prospek Baru,30,entrepreneur,single,secondary,no,732,no,no,cellular,3,feb,1404,4,-1,0,unknown,yes
29656,no,24.31%,0,Prospek Baru,28,technician,single,secondary,no,525,no,no,cellular,3,feb,176,2,-1,0,unknown,no
29657,no,0.60%,0,Prospek Baru,36,services,married,secondary,no,1177,yes,yes,cellular,3,feb,50,5,-1,0,unknown,no
29658,no,3.54%,0,Prospek Baru,37,services,divorced,secondary,no,1472,yes,no,cellular,3,feb,126,3,-1,0,unknown,no
29659,yes,73.38%,0,Prospek Baru,40,management,married,tertiary,no,1308,no,no,telephone,3,feb,1776,2,-1,0,unknown,yes
29660,no,40.83%,0,Prospek Baru,34,technician,single,tertiary,no,651,no,no,cellular,3,feb,351,3,-1,0,unknown,no
29661,no,10.67%,2,Nasabah Mapan,32,management,married,tertiary,no,272,yes,no,cellular,3,feb,188,4,209,1,failure,no
29662,no,8.63%,1,Nasabah dengan Cicilan,58,technician,married,secondary,no,629,yes,no,cellular,3,feb,193,3,265,2,failure,no
29663,yes,63.33%,0,Prospek Baru,59,management,single,tertiary,no,705,no,no,cellular,3,feb,537,4,-1,0,unknown,no
29664,no,24.68%,2,Nasabah Mapan,34,technician,married,tertiary,no,823,no,no,cellular,3,feb,178,3,161,5,other,no
29665,no,3.17%,0,Prospek Baru,33,admin.,single,secondary,no,901,no,no,cellular,3,feb,18,5,6,3,other,no
29666,no,20.83%,0,Prospek Baru,59,admin.,married,secondary,no,1089,no,no,telephone,3,feb,264,2,-1,0,unknown,no
29667,no,22.27%,0,Prospek Baru,48,technician,married,tertiary,no,2,no,no,cellular,3,feb,165,5,6,3,other,no
29668,no,27.61%,1,Nasabah dengan Cicilan,58,self-employed,married,secondary,no,0,yes,no,telephone,3,feb,702,3,264,9,failure,no
29669,no,20.95%,0,Prospek Baru,49,admin.,single,secondary,no,780,no,no,telephone,3,feb,354,5,-1,0,unknown,no
29670,yes,57.71%,0,Prospek Baru,40,unemployed,married,primary,no,-78,no,no,cellular,3,feb,2053,4,-1,0,unknown,no
29671,no,30.37%,2,Nasabah Mapan,56,management,married,tertiary,no,2366,yes,yes,cellular,3,feb,538,2,188,4,failure,no
29672,no,24.22%,2,Nasabah Mapan,54,management,married,tertiary,no,1460,no,yes,cellular,3,feb,341,3,202,7,other,no
29673,no,9.05%,1,Nasabah dengan Cicilan,29,technician,married,secondary,no,655,yes,no,cellular,3,feb,225,3,270,2,failure,no
29674,no,3.10%,0,Prospek Baru,36,technician,married,secondary,no,58,no,no,cellular,3,feb,24,2,-1,0,unknown,no
29675,no,9.42%,1,Nasabah dengan Cicilan,42,admin.,single,secondary,no,400,yes,no,cellular,3,feb,198,5,244,6,failure,no
29676,no,1.39%,0,Prospek Baru,33,unemployed,single,tertiary,no,14889,yes,no,cellular,3,feb,22,3,-1,0,unknown,no
29677,no,3.63%,1,Nasabah dengan Cicilan,48,management,single,tertiary,no,460,yes,no,cellular,3,feb,91,3,264,2,other,no
29678,no,5.73%,0,Prospek Baru,58,management,single,tertiary,no,1387,yes,no,telephone,3,feb,140,6,6,6,other,no
29679,no,9.82%,2,Nasabah Mapan,32,services,divorced,secondary,no,41,yes,no,cellular,3,feb,251,4,187,11,other,no
29680,no,1.10%,1,Nasabah dengan Cicilan,42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,no
29681,no,10.88%,0,Prospek Baru,53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,no
29682,no,11.35%,0,Prospek Baru,56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,unknown,no
29683,no,8.87%,2,Nasabah Mapan,60,retired,single,tertiary,no,305,yes,no,cellular,3,feb,137,5,211,3,other,no
29684,no,8.83%,0,Prospek Baru,57,technician,married,secondary,no,192,no,no,cellular,3,feb,119,4,-1,0,unknown,no
29685,no,9.05%,2,Nasabah Mapan,44,blue-collar,divorced,unknown,no,284,no,no,cellular,3,feb,167,4,187,5,other,no
29686,no,2.05%,0,Prospek Baru,43,services,married,secondary,no,-45,yes,yes,cellular,3,feb,140,3,-1,0,unknown,no
29687,no,3.38%,0,Prospek Baru,28,blue-collar,single,secondary,no,67,no,no,cellular,3,feb,20,5,-1,0,unknown,no
29688,no,0.88%,2,Nasabah Mapan,56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
29689,no,14.24%,0,Prospek Baru,49,blue-collar,married,secondary,no,298,yes,no,cellular,3,feb,392,3,-1,0,unknown,no
29690,no,2.05%,1,Nasabah dengan Cicilan,41,management,divorced,tertiary,no,-78,yes,no,cellular,3,feb,69,4,252,4,failure,no
29691,no,2.37%,0,Prospek Baru,30,housemaid,married,tertiary,no,113,yes,yes,cellular,3,feb,230,3,-1,0,unknown,no
